ioc,ioc_type,threat_type,malware,confidence_level,reference,first_seen,last_seen,source,collection_date
2025-12-17 10:36:39,"""1681403""","""gamma.bramblefix.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 10:27:46,"""1681401""","""nova.bramblefix.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 10:12:49,"""1681400""","""draft.mon2r5chemer.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 10:07:16,"""1681399""","""ruse4.mon2r5chemer.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 09:55:25,"""1681394""","""scheme.mon2r5chemer.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 09:48:06,"""1681393""","""plot.mon2r5chemer.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 09:38:21,"""1681392""","""inner.se1fve5ky.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 09:20:53,"""1681340""","""vigil.se1fve5ky.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 09:07:30,"""1681334""","""mirror8.se1fve5ky.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 09:06:50,"""1681321""","""gor.botick.top""","""domain""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 08:58:40,"""1681320""","""prism.se1fve5ky.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 08:52:30,"""1681319""","""solo.se1fve5ky.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 08:47:49,"""1681318""","""cable2.ba1ustje7ky.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 08:37:30,"""1681314""","""plinth.ba1ustje7ky.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 08:28:09,"""1681313""","""railing.ba1ustje7ky.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 08:18:26,"""1681312""","""pulse.aut0ns2ving.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 08:08:06,"""1681311""","""toggle.aut0ns2ving.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 07:54:41,"""1681286""","""servo1.aut0ns2ving.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 07:52:04,"""1681285""","""relay.aut0ns2ving.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 07:46:26,"""1681003""","""ctdrpu.za.com""","""domain""","""botnet_cc""","""win.quasar_rat""","""CinaRAT",QuasarRAT,ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 07:46:25,"""1681020""","""citystore.in.net""","""domain""","""botnet_cc""","""win.quasar_rat""","""CinaRAT",QuasarRAT,ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 07:46:24,"""1681006""","""qq88one.us.com""","""domain""","""botnet_cc""","""win.quasar_rat""","""CinaRAT",QuasarRAT,ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 07:46:17,"""1681203""","""carrozar.sa.com""","""domain""","""botnet_cc""","""win.quasar_rat""","""CinaRAT",QuasarRAT,ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 07:46:14,"""1681272""","""xdhkqk.za.com""","""domain""","""botnet_cc""","""win.asyncrat""","""None""","""AsyncRAT""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 07:46:12,"""1681276""","""khuradiyaparivarbherujeepoorvajsatee.in.net""","""domain""","""botnet_cc""","""win.asyncrat""","""None""","""AsyncRAT""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 07:45:54,"""1681284""","""senat3.dict2t0rpech.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 07:37:48,"""1681283""","""tribune.dict2t0rpech.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 07:28:45,"""1681282""","""gavel.dict2t0rpech.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 07:17:29,"""1681280""","""census.makere5ide7t.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 07:07:13,"""1681278""","""ledger.makere5ide7t.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 06:57:21,"""1681277""","""edict9.makere5ide7t.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 06:47:03,"""1681275""","""charter.makere5ide7t.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 06:37:47,"""1681274""","""civic.makere5ide7t.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 06:27:59,"""1681273""","""motive.re5orsymp2th.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 06:17:44,"""1681271""","""cadre.re5orsymp2th.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 06:07:23,"""1681270""","""lyre5.re5orsymp2th.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 06:02:20,"""1681268""","""anmonis-34179.portmap.host""","""domain""","""botnet_cc""","""win.quasar_rat""","""CinaRAT",QuasarRAT,ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 06:02:19,"""1681267""","""zilcore.giize.com""","""domain""","""botnet_cc""","""win.quasar_rat""","""CinaRAT",QuasarRAT,ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 06:00:36,"""1681266""","""weifang.serveftp.com""","""domain""","""botnet_cc""","""win.xworm""","""None""","""XWorm""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 06:00:35,"""1681265""","""wlzssic9u.localto.net""","""domain""","""botnet_cc""","""win.xworm""","""None""","""XWorm""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 05:58:15,"""1681263""","""chorus.re5orsymp2th.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 05:47:28,"""1681262""","""serif2.s1umtypo1ogy.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 05:37:09,"""1681261""","""kerning.s1umtypo1ogy.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 05:27:18,"""1681260""","""glyph.s1umtypo1ogy.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 05:17:05,"""1681259""","""spool.doub1ebarzu8.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 05:07:43,"""1681258""","""stitch5.doub1ebarzu8.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 04:57:58,"""1681257""","""braid.doub1ebarzu8.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 04:47:41,"""1681256""","""twine.doub1ebarzu8.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 04:37:21,"""1681255""","""locus.l2mbl1vonian.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 04:27:36,"""1681254""","""crypt7.l2mbl1vonian.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 04:17:18,"""1681253""","""umbel.l2mbl1vonian.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-17 04:08:00,"""1681252""","""sable.l2mbl1vonian.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
